0,1,1,1,0,12,31,,,
0,1,1,0,0,13,31,,,
0,1,1,1,0,14,31,,,
1,0,1,1,0,1,32,,,
1,0,1,0,0,2,32,,,
1,1,1,0,1,3,32,,,
0,1,1,0,0,4,32,,,
0,1,1,1,0,5,32,,,
1,1,1,1,1,6,32,,,
1,0,1,1,0,7,32,,,
1,0,0,1,1,8,32,,,
1,0,1,1,0,9,32,,,
1,0,1,0,0,10,32,,,
1,0,1,1,0,11,32,,,
1,1,1,1,1,12,32,,,
0,1,1,1,0,13,32,,,
0,1,0,1,1,14,32,,,
1,0,0,1,1,1,33,,,
1,0,1,1,0,2,33,,,
1,0,1,0,0,3,33,,,
1,1,1,0,1,4,33,,,
0,1,1,0,0,5,33,,,
0,1,1,1,0,6,33,,,
0,1,1,0,0,7,33,,,
1,1,1,0,1,8,33,,,
1,1,1,1,1,9,33,,,
1,0,1,1,0,10,33,,,
1,0,0,1,1,11,33,,,
1,0,1,1,0,12,33,,,
1,1,1,1,1,13,33,,,
0,1,1,1,0,14,33,,,
0,1,1,1,0,1,34,,,
0,1,1,0,0,2,34,,,
1,1,1,0,1,3,34,,,
1,1,1,1,1,4,34,,,
1,0,1,1,0,5,34,,,
1,0,1,0,0,6,34,,,
1,1,1,0,1,7,34,,,
0,1,1,0,0,8,34,,,
0,1,1,1,0,9,34,,,
0,1,0,1,1,10,34,,,
0,1,1,1,0,11,34,,,
1,1,1,1,1,12,34,,,
1,0,1,1,0,13,34,,,
1,0,0,1,1,14,34,,,
1,0,0,1,1,1,35,,,
1,0,1,1,0,2,35,,,
1,1,1,1,1,3,35,,,
0,1,1,1,0,4,35,,,
0,1,1,0,0,5,35,,,
1,1,1,0,1,6,35,,,
1,0,1,0,0,7,35,,,
1,0,1,1,0,8,35,,,
1,0,0,1,1,9,35,,,
1,0,1,1,0,10,35,,,
1,1,1,1,1,11,35,,,
0,1,1,1,0,12,35,,,
0,1,1,0,0,13,35,,,
0,1,1,1,0,14,35,,,
0,1,1,1,0,1,36,,,
0,1,1,0,0,2,36,,,
1,1,1,0,1,3,36,,,
1,0,1,0,0,4,36,,,
1,0,1,1,0,5,36,,,
1,1,1,1,1,6,36,,,
0,1,1,1,0,7,36,,,
0,1,0,1,1,8,36,,,
0,1,1,1,0,9,36,,,
0,1,1,0,0,10,36,,,
1,1,1,0,1,11,36,,,
1,0,1,0,0,12,36,,,
1,0,1,1,0,13,36,,,
1,0,0,1,1,14,36,,,
1,0,0,1,1,1,37,,,
1,0,1,1,0,2,37,,,
1,0,1,0,0,3,37,,,
1,1,1,0,1,4,37,,,
0,1,1,0,0,5,37,,,
0,1,1,1,0,6,37,,,
1,1,1,1,1,7,37,,,
1,0,1,1,0,8,37,,,
1,0,1,0,0,9,37,,,
1,1,1,0,1,10,37,,,
1,1,1,1,1,11,37,,,
0,1,1,1,0,12,37,,,
0,1,0,1,1,13,37,,,
0,1,1,1,0,14,37,,,
1,0,1,1,0,1,38,,,
1,0,1,0,0,2,38,,,
1,1,1,0,1,3,38,,,
0,1,1,0,0,4,38,,,0
0,1,1,1,0,5,38,,,
1,1,1,1,1,6,38,,,
